lil_interpretations
[('between', -0.3177475929260254), ('stars', -0.31954818964004517), ('the', -0.32048916816711426), ('rap', -0.32248836755752563), ('s', -0.323627769947052)]
"[(' . . . with  "" the  bourne identity  "" we return to the more traditional action genre  .', 0.03509646654129028), ('with  "" the  bourne identity  ""', 0.03509646654129028), ('with  "" the  bourne identity ', 0.03509646654129028), ('return to the more traditional action genre', 0.03509646654129028), ('to the more traditional action genre', 0.03509646654129028)]"
"[(""it  ' s so good that its relentless  , polished wit can withstand not only in ep t school productions  , but even olive r park er  ' s movie adaptation  ."", 0.0007060766220092773), ("" ' s so good that its relentless  , polished wit can withstand not only in ep t school productions  , but even olive r park er  ' s movie adaptation"", 0.0007060766220092773), (""s so good that its relentless  , polished wit can withstand not only in ep t school productions  , but even olive r park er  ' s movie adaptation"", 0.0007060766220092773), (""so good that its relentless  , polished wit can withstand not only in ep t school productions  , but even olive r park er  ' s movie adaptation"", 0.0007060766220092773), (""that its relentless  , polished wit can withstand not only in ep t school productions  , but even olive r park er  ' s movie adaptation"", 0.0007060766220092773)]"
[('st', -0.3628639578819275), ('upper', -0.36317408084869385), ('-', -0.3634548783302307), ('cru', -0.3636789917945862), ('of', -0.36569535732269287)]
"[(""while there  ' s something intrinsic ally funny about sir an thon y hop kins saying ` get in the car  , bitch  ,  ' this  jer ry  b ruck heimer production has little else to offer"", 0.026989400386810303), (""while there  ' s something intrinsic ally funny about sir an thon y hop kins saying ` get in the car  , bitch  ,  '"", 0.02492588758468628), (""there  ' s something intrinsic ally funny about sir an thon y hop kins saying ` get in the car  , bitch  ,  '"", 0.02469104528427124), (""there  ' s something intrinsic ally funny about sir an thon y hop kins saying ` get in the car  , bitch  , "", 0.024474143981933594), (""there  ' s something intrinsic ally funny about sir an thon y hop kins saying ` get in the car  , bitch "", 0.02397698163986206)]"
[('a rewarding work of art for only the most patient and challenge - hung ry movie goers  .', 0.0015305876731872559), ('a rewarding work', 0.0015305876731872559), ('of art', 0.0015305876731872559), ('for only the most patient and challenge - hung ry movie goers', 0.0015305876731872559), ('only the most patient and challenge - hung ry movie goers', 0.0015305876731872559)]
[('a', -0.2998197674751282), ('by', -0.2998201251029968), ('in', -0.29993492364883423), ('', -0.3002179265022278), ('directed', -0.3002879023551941)]
[(' k - 19 exploit s our substantial collective fear of nuclear hol oca us t to generate cheap  hollywood tension  .', 0.033142268657684326), ('exploit s our substantial collective fear of nuclear hol oca us t to generate cheap  hollywood tension', 0.028043806552886963), ('of nuclear hol oca us t', -0.03804457187652588), ('nuclear hol oca us t', -0.05641734600067139), ('to generate cheap  hollywood tension', -0.06381458044052124)]
"[(""at its best  , queen is camp y fun like the  vin cent price horror classic s of the '60 s  ."", 0.0013217329978942871), ('at its best', 0.0013217329978942871), ('its best', 0.0013217329978942871), (""is camp y fun like the  vin cent price horror classic s of the '60 s"", 0.0013217329978942871), (""camp y fun like the  vin cent price horror classic s of the '60 s"", 0.0013217329978942871)]"
"[(""it  ' s a much more emotional journey than what shy ama lan has given us in his past two movies  , and  gi b son  , stepping in for  bru ce will is  , is the perfect actor to take us on the trip  ."", 0.00044018030166625977), (""it  ' s a much more emotional journey than what shy ama lan has given us in his past two movies"", 0.00044018030166625977), ("" ' s a much more emotional journey than what shy ama lan has given us in his past two movies"", 0.00044018030166625977), ('s a much more emotional journey than what shy ama lan has given us in his past two movies', 0.00044018030166625977), ('a much more emotional journey than what shy ama lan has given us in his past two movies', 0.00044018030166625977)]"
[('the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preach y or syrup y  .', 0.00017178058624267578), ('the quality of the art combined with the humor and intelligence of the script', 0.00017178058624267578), ('the quality of the art', 0.00017178058624267578), ('the quality', 0.00017178058624267578), ('of the art', 0.00017178058624267578)]
[('cool  ?', 0.0028003454208374023), ('cool', 0.002775430679321289), ('', 0.002774834632873535), ('?', 0.002774477005004883)]
[('del ir iously funny  , fast and loose  , accessible to the  uni nit iated  , and full of surprise s', 0.0016741156578063965), ('iously funny', 0.0016741156578063965), ('accessible to the  uni nit iated', 0.0016741156578063965), ('to the  uni nit iated', 0.0016741156578063965), ('the  uni nit iated', 0.0016741156578063965)]
[('even with a green mo hawk and a sheet of fire - red flame tattoo s covering his shoulder  , however  ,  kil mer seems to be  posing  , rather than acting  .', 0.01977705955505371), ('even with a green mo hawk and a sheet of fire - red flame tattoo s covering his shoulder', 0.011713743209838867), ('a green mo hawk and a sheet of fire - red flame tattoo s covering his shoulder', 0.00984501838684082), ('a sheet of fire - red flame tattoo s covering his shoulder', -0.00417017936706543), ('a sheet of fire - red flame tattoo s', -0.022908151149749756)]
"[(""the story and the friendship proceeds in such a way that you  ' re watching a soap opera rather than a chronicle of the up s and down s that accompany lifelong friendship s  ."", 0.021561264991760254), (""proceeds in such a way that you  ' re watching a soap opera rather than a chronicle of the up s and down s that accompany lifelong friendship s"", 0.021108269691467285), (""in such a way that you  ' re watching a soap opera rather than a chronicle of the up s and down s that accompany lifelong friendship s"", 0.020979225635528564), (""such a way that you  ' re watching a soap opera rather than a chronicle of the up s and down s that accompany lifelong friendship s"", 0.020834028720855713), (""that you  ' re watching a soap opera rather than a chronicle of the up s and down s that accompany lifelong friendship s"", 0.02026224136352539)]"
"[(""at a time when half the so - called real movies are little more than live - action cartoons  , it  ' s refreshing to see a cartoon that knows what it is  , and knows the form  ' s history  ."", 0.0006954669952392578), ('at a time when half the so - called real movies are little more than live - action cartoons ', 0.0006954669952392578), ('at a time when half the so - called real movies are little more than live - action cartoons', 0.0006954669952392578), ('a time when half the so - called real movies are little more than live - action cartoons', 0.0006954669952392578), ("" ' s refreshing to see a cartoon that knows what it is  , and knows the form  ' s history"", 0.0006954669952392578)]"
"[(""the old - world  - meets - new mesh is in car n ated in the movie  ' s soundtrack  , a joyful  ef fusion of disco  bol ly wood that  , by the end of monsoon wedding  , sent my spirit soaring out of the theater  ."", 2.3365020751953125e-05), ('the old - world  - meets - new mesh', 2.3365020751953125e-05), ('old - world', 2.3365020751953125e-05), (""is in car n ated in the movie  ' s soundtrack  , a joyful  ef fusion of disco  bol ly wood that  , by the end of monsoon wedding  , sent my spirit soaring out of the theater "", 2.3365020751953125e-05), (""is in car n ated in the movie  ' s soundtrack  , a joyful  ef fusion of disco  bol ly wood that  , by the end of monsoon wedding  , sent my spirit soaring out of the theater"", 2.3365020751953125e-05)]"
[(' jon es  . . . does offer a brutal form of charisma  .', 0.012702703475952148), ('does offer a brutal form of charisma', 0.012702703475952148), ('offer a brutal form of charisma', 0.012702703475952148), ('a brutal form of charisma', 0.012702703475952148), ('a brutal form', 0.012702703475952148)]
[('its well of  thorn and vinegar  -LRB- and simple humanity  -RRB- has long been plunder ed by similar works featuring the insight and punch this picture so conspicuous ly lacks  .', 0.024795174598693848), ('its well of  thorn and vinegar  -LRB- and simple humanity  -RRB-', 0.021297574043273926), ('has long been plunder ed by similar works featuring the insight and punch this picture so conspicuous ly lacks', 0.019553422927856445), ('of  thorn and vinegar  -LRB- and simple humanity  -RRB-', 0.018864810466766357), ('been plunder ed by similar works featuring the insight and punch this picture so conspicuous ly lacks', 0.016886889934539795)]
[('travels a fascinating arc from hope and euphoria to reality and dis il lusion ment  .', 0.0007286667823791504), ('travels a fascinating arc from hope and euphoria to reality and dis il lusion ment', 0.0007286667823791504), ('a fascinating arc from hope and euphoria to reality and dis il lusion ment', 0.0007286667823791504), ('a fascinating arc', 0.0007286667823791504), ('from hope and euphoria', 0.0007286667823791504)]
[('ara', -0.3686768412590027), ('s', -0.36977022886276245), ('laughs', -0.3702777028083801), ('', -0.37134790420532227), ('serving', -0.37145745754241943)]
